movie_id,production_companies
235,The Body
235,Act III
832,Nero-Film AG
765,Renaissance Films
765,Rosebud Productions
5925,United Artists
5925,The Mirisch Corporation
11778,Universal Pictures
11778,EMI Films Ltd.
137,Columbia Pictures
33,Malpaso Productions
33,Warner Bros.
982,United Artists
982,MC Productions
212,Warner Bros.
105,Universal Pictures
105,Amblin Entertainment
105,U-Drive Productions
1633,Universal Pictures
11202,Twentieth Century Fox Film Corporation
1554,Island Pictures
1554,The Criterion Collection
1554,Black Snake
1554,Grokenberger Film Produktion
149,Bandai Visual Company
149,Toho Company
149,Mainichi Broadcasting System (MBS)
149,Kodansha
149,Tokyo Movie Shinsha (TMS)
149,TMS Entertainment
149,Akira Committee Company Ltd.
149,Sumitomo Corporation
8009,Davis-Panzer Productions
8009,Thorn EMI Screen Entertainment
903,Warner Bros.
903,Jalem Productions
11673,Hachette Première
11673,Films A2
11673,DD Productions
3034,Twentieth Century Fox Film Corporation
3034,Crossbow Productions
3034,Gruskoff/Venture Films
3034,Jouer Limited
339,Channel Four Films
339,JVC Entertainment
339,Le Studio Canal+
339,Locus Solus Entertainment
339,Pandora Cinema
339,Pyramide Productions
339,Victor Musical Industries
10404,China Film Co-Production Corporation
10404,ERA International
10404,Century Communications
10404,Salon Films
914,United Artists
914,Roy Export Company Establishment
756,Walt Disney Pictures
288,United Artists
288,Stanley Kramer Productions
910,Warner Bros.
2640,New World Pictures
2640,Cinemarque Entertainment
16633,Rastar Pictures
665,Metro-Goldwyn-Mayer (MGM)
11031,Spinal Tap Prod.
15143,Paramount Pictures
15143,Hughes Entertainment
89,Lucasfilm
89,Paramount Pictures
10322,United Artists
10322,Lorimar Film Entertainment
783,Columbia Pictures
783,Goldcrest Films International
783,Indo-British
783,International Film Investors
783,National Film Development Corporation of India
783,Carolina Bank
11257,Goldcrest Films International
11257,National Film Finance Corporation (NFFC)
11257,Curzon Film Distributors
14370,TriStar Pictures
14370,Delphi III Productions
12104,Goldcrest Films International
12104,Metro-Goldwyn-Mayer (MGM)
12104,Tin Blue
625,Goldcrest Films International
625,International Film Investors
625,Enigma Productions
830,Metro-Goldwyn-Mayer (MGM)
2323,Universal Studios
983,Persky-Bright Productions
983,Devon
642,Twentieth Century Fox Film Corporation
642,Campanile Productions
642,Newman-Foreman Productions
655,Channel Four Films
655,Pro-ject Filmproduktion
655,Argos Films
655,Westdeutscher Rundfunk (WDR)
655,Road Movies Filmproduktion
655,Wim Wenders Stiftung
639,Castle Rock Entertainment
639,Nelson Entertainment
8077,Twentieth Century Fox Film Corporation
8077,Brandywine Productions
814,Universal Pictures
814,Guber/Peters Company
814,American Werewolf Inc.
814,Lyncanthrope Films
11449,American International Pictures (AIP)
571,Alfred J. Hitchcock Productions
8851,Paramount Pictures
8851,Tonylyn Productions
6114,American Zoetrope
6114,Columbia Pictures Corporation
6114,Osiris Films
229,Universal Pictures
9529,Propaganda Films
9529,TriStar Pictures
9529,PolyGram Filmed Entertainment
1598,Universal Pictures
1598,Amblin Entertainment
1598,Cappa Productions
1598,Tribeca Productions
11349,Melville-Talbot Productions
7340,United Artists
377,New Line Cinema
377,Smart Egg Pictures
653,Jofa Atelier
653,Prana-Film GmbH
794,Twentieth Century Fox Film Corporation
794,Mace Neufeld Productions
145,Trust Film
145,Danish Film Institute
2212,Michael Obel Productions
199,Paramount Pictures
199,Digital Image Associates
7863,Fine Line Features
7863,Australian Film Finance Corporation (AFFC)
7863,Film Victoria
7863,South Australian Feature Film Company
12498,Miramax Films
9279,Twentieth Century Fox Film Corporation
9279,1492 Pictures
20539,Twentieth Century Fox Film Corporation
11674,Walt Disney Pictures
11674,Great Oaks Entertainment
1573,Twentieth Century Fox Film Corporation
1573,Gordon Company
1573,Silver Pictures
152,Paramount Pictures
174,Paramount Pictures
172,Paramount Pictures
154,Paramount Pictures
157,Paramount Pictures
168,Paramount Pictures
364,PolyGram Filmed Entertainment
364,Warner Bros.
11967,Twentieth Century Fox Film Corporation
11967,Morgan Creek Productions
9086,Morgan Creek Productions
621,Paramount Pictures
621,Robert Stigwood Organization (RSO)
9037,Paramount Pictures
10173,Twentieth Century Fox Film Corporation
10173,Steamroller Productions
10173,Victor & Grais Productions
8845,Regency Enterprises
8845,Alcor Films
8845,Canal+
8845,Warner Bros.
578,Universal Pictures
578,Zanuck/Brown Productions
579,Universal Pictures
17692,Universal Pictures
17692,Alan Landsburg Productions
17692,MCA  Theatricals
75,Tim Burton Productions
9390,Gracie Films
9390,TriStar Pictures
378,Twentieth Century Fox Film Corporation
378,Circle Films
2322,Universal Pictures
9819,Miramax Films
9819,Scott Rudin Productions
9819,Tribeca Productions
3179,Paramount Pictures
3179,Geffen Pictures
3179,MTV Films
4232,Woods Entertainment
4232,Dimension Films
9361,Morgan Creek Productions
2928,Turner Pictures
2928,Warner Bros.
2928,Alphaville Films
10549,Castle Rock Entertainment
10549,Turner Pictures (I)
8818,Hollywood Pictures
8818,Cinergi Pictures Entertainment
36040,Si Litvinoff Film Production
36040,Max L. Raab Productions
9415,Regency Enterprises
9415,Kopelson Entertainment
9415,Warner Bros.
9415,1600 Limited Partnership
9404,Golden Harvest Company
9622,TriStar Pictures
9622,Motion Picture Corporation of America
8860,Caravan Pictures
8860,Touchstone Pictures
9619,Universal Pictures
9619,Pacific Western
4104,Roth-Arnold Productions
4104,Metro-Goldwyn-Mayer (MGM)
1968,Columbia Pictures
66,Columbia Pictures
66,Castle Rock Entertainment
66,Malpaso Productions
11419,Jerry Weintraub Productions
11419,Warner Bros.
638,Ciby 2000
638,October Films
638,Asymmetrical Productions
638,Lost Highway Productions
9366,TriStar Pictures
9366,Mark Johnson Productions
9366,Phoenix Pictures
9366,Baltimore Pictures
9446,Walt Disney Pictures
9403,Paramount Pictures
9403,Rysher Entertainment
10003,Paramount Pictures
10003,Mace Neufeld Productions
10003,Rysher Entertainment
884,Fine Line Features
884,Alliance Communications
1624,Imagine Entertainment
1624,Universal Pictures
16052,Q Productions
16052,Esparza / Katz Productions
4477,Columbia Pictures
9405,Columbia Pictures
9405,Mandalay Entertainment
9360,Columbia Pictures Corporation
9360,Middle Fork Productions
9360,Iguana Producciones
9360,Skylight Cinema Foto Art
9360,St. Tropez Films
9360,Cinema Line Film Corporation
9434,Caravan Pictures
9434,Hollywood Pictures
9434,Roger Birnbaum Productions
9611,Touchstone Pictures
10357,Twentieth Century Fox Film Corporation
816,New Line Cinema
816,Capella International
816,Eric's Boy
2163,Paramount Pictures
2163,Dino De Laurentiis Company
2163,Spelling Films
18,Columbia Pictures
18,Gaumont
2058,Warner Bros.
2058,Outlaw Productions (I)
2058,Miramax
330,Universal Pictures
330,Amblin Entertainment
1701,Jerry Bruckheimer Films
1701,Kouf/Bigelow Productions
1701,Touchstone Pictures
1701,Hiett Designs of Las Vegas
1701,Runway Pictures Inc
1639,Twentieth Century Fox Film Corporation
1639,Blue Tulip Productions
415,PolyGram Filmed Entertainment
415,Warner Bros.
11970,Walt Disney Pictures
8874,TriStar Pictures
266,Rome Paris Films
266,Les Films Concordia
266,Compagnia Cinematografica Champion
754,Paramount Pictures
754,Permut Presentations
754,WCG Entertainment Productions
754,Douglas/Reuther Productions
754,Touchstone Pictures
754,Krane Entertainment
607,Amblin Entertainment
607,Columbia Pictures Corporation
607,Parkes+MacDonald Image Nation
686,Warner Bros.
686,South Side Amusement Company
4421,Caravan Pictures
4421,Hollywood Pictures
4421,First Independent Films
4421,Largo Entertainment
4421,Scott Free Productions
4421,Trap-Two-Zero Productions
9387,Universal Pictures
9387,Dino De Laurentiis Company
10603,Walt Disney Pictures
10603,Mandeville Films
2142,Miramax Films
2142,Across the River Productions
2142,Woods Entertainment
8413,Paramount Pictures
8413,Impact Pictures
8413,Golar Productions
10336,New Line Cinema
10336,Pull Down Your Pants Pictures
10336,Todd McFarlane Entertainment
20737,Walt Disney Pictures
9413,Twentieth Century Fox Film Corporation
9413,3 Arts Entertainment
8834,Silver Pictures
8834,Warner Bros.
8834,Donner/Shuler-Donner Productions
4961,Miramax Films
4961,Dimension Films
9772,Columbia Pictures Corporation
9772,Beacon Communications
9772,Radiant Productions
6072,Icon Entertainment International
1669,Paramount Pictures
1669,Nina Saxon Film Design
1669,Mace Neufeld Productions
468,Fine Line Features
10806,Paramount Pictures
10806,Spelling Films
9433,Art Linson Productions
6623,DreamWorks SKG
2118,Regency Enterprises
2118,Wolper Organization
2118,Warner Bros.
978,TriStar Pictures
978,Mandalay Entertainment
978,Applecross
978,Reperage & Vanguard Films
9437,Paramount Pictures
9437,Rysher Entertainment
10351,Live Entertainment
10351,Image Organization
10351,Pierre David
2649,PolyGram Filmed Entertainment
2649,A&B Producoes
2649,Popaganda Films
10155,Illusion Entertainment Group
10155,Phoenix Pictures
10155,Clyde Is Hungry Films
10155,Canal+ Droits Audiovisuels
68924,Fox Searchlight Pictures
68924,Good Machine
68924,Canal+ Droits Audiovisuels
2255,Miramax Films
2255,View Askew Productions
9427,Channel Four Films
9427,Twentieth Century Fox Film Corporation
9427,Redwave Films
3597,Columbia Pictures Corporation
3597,Mandalay Entertainment
3597,Summer Knowledge LLC
1813,Regency Enterprises
1813,Monarchy Enterprises B.V.
1813,Kopelson Entertainment
1813,Warner Bros.
1813,New Regency Pictures
1813,Taurus Film
782,Columbia Pictures
782,Jersey Films
9827,Miramax Films
9827,Dimension Films
8067,Channel Four Films
8067,Figment Films
8067,PolyGram Filmed Entertainment
8067,Aaargh! Animation
10890,Columbia Pictures Industries
1281,Tiger Aspect Productions
1281,PolyGram Filmed Entertainment
1281,Working Title Films
11975,Paramount Pictures
11975,Constellation Entertainment
4995,New Line Cinema
4995,Ghoulardi Film Company
4995,Lawrence Gordon Productions
9281,Paramount Pictures
563,TriStar Pictures
563,Touchstone Pictures
563,Big Bug Pictures
10215,Paramount Pictures
10215,Miramax Films
10215,Intermedia Films
10215,Mirage Enterprises
9823,New Line Cinema
9823,Threshold Entertainment
37165,Paramount Pictures
37165,Scott Rudin Productions
4824,Universal Pictures
4824,Toho-Towa
4824,Mutual Film Company
4824,Marubeni
4824,Tele München Fernseh Produktionsgesellschaft (TMG)
4824,Alphaville Films
4824,British Broadcasting Corporation (BBC)
4824,UGC PH
4824,Mel's Cite du Cinema
9444,Twentieth Century Fox Film Corporation
9444,Fox Animation Studios
9444,Fox Family Films
9444,The Big Gun Project
9444,Little Wolf Entertainment
9414,Regency Enterprises
9414,Taurus Films
9414,Polar Productions
9414,Warner Bros.
8078,Twentieth Century Fox Film Corporation
8078,Brandywine Productions
11831,DreamWorks SKG
2639,Fine Line Features
9574,Walt Disney Pictures
9574,Great Oaks Entertainment
489,Miramax Films
489,Lawrence Bender Productions
489,Be Gentlemen Limited Partnership
9714,Twentieth Century Fox Film Corporation
9714,Hughes Entertainment
8197,Warner Bros.
8197,Malpaso Company
6283,DreamWorks
4233,Miramax Films
4233,Konrad Pictures
4233,Maven Entertainment
4233,Dimension Films
10217,Fine Line Features
10217,Alliance Communications
597,Paramount Pictures
597,Twentieth Century Fox Film Corporation
597,Lightstorm Entertainment
714,Eon Productions
9922,Tig Productions
9922,Warner Bros.
547,Wildwood Enterprises
547,Touchstone Pictures
184,Miramax Films
115,Gramercy Pictures
115,PolyGram Filmed Entertainment
115,Working Title Films
9410,Twentieth Century Fox Film Corporation
9410,Art Linson Productions
586,New Line Cinema
586,Tribeca Productions
586,Baltimore Pictures
2666,New Line Cinema
2666,Mystery Clock Cinema
11258,Paramount Pictures
11258,Toho-Towa
11258,Mutual Film Company
11258,PolyGram Filmed Entertainment
11258,Marubeni
11258,Tele München Fernseh Produktionsgesellschaft (TMG)
11258,UGC PH
11258,British Broadcasting Corporation (BBC) Television
11258,Stargate Studios
9490,Universal Pictures
9411,Atlas Entertainment
9411,Turner Pictures (I)
11220,Jet Tone Production
11220,Chan Ye-Cheng
6116,Columbia Pictures Corporation
9457,Hollywood Pictures
9457,Cinergi Pictures Entertainment
9457,Calimari Productions
11702,Columbia Pictures Corporation
11568,Universal Pictures
11003,New Line Cinema
11003,Robert Simonds Productions
11003,Juno Pix
10153,Punch Productions
10153,Warner Bros.
10153,Baltimore Pictures
10153,Constant c Productions
2898,Gracie Films
2898,TriStar Pictures
9558,The Rank Organisation
9558,Reteitalia
9558,Seven Arts Pictures
9558,Carolco Pictures
11808,Kopelson Entertainment
11808,Warner Bros.
9313,United Artists Corporation
617,Mandalay Entertainment
5910,Bandai Visual Company
5910,Office Kitano
5910,TV Tokyo
5910,Tokyo FM Broadcasting Co.
2157,New Line Cinema
2157,Irwin Allen Productions
2157,Prelude Pictures
2157,Saltire Entertainment
8838,Imagine Entertainment
8838,Universal Pictures
795,Atlas Entertainment
795,Regency Enterprises
795,Monarchy Enterprises B.V.
795,Warner Bros.
795,Taurus Film
9469,40 Acres & A Mule Filmworks
9469,Touchstone Pictures
9449,Working Title Films
9449,Polygram Filmed Entertainment
10622,Golden Harvest Company
10216,Metro-Goldwyn-Mayer (MGM)
9448,TriStar Pictures
4415,Columbia Pictures
8656,Paramount Pictures
8656,DreamWorks SKG
8656,Zanuck/Brown Productions
8656,Manhattan Project
18937,Warner Bros.
929,TriStar Pictures
929,Centropolis Film Productions
929,Toho Company
929,Independent Pictures (II)
929,Fried Films
1878,Universal Pictures
1878,Summit Entertainment
1878,Rhino Films
1878,Fear and Loathing LLC
1878,Shark Productions
1965,Kopelson Entertainment
1965,Warner Bros.
6068,Caravan Pictures
6068,Roger Birnbaum Productions
6068,Northern Lights Entertainment
6068,Touchstone Pictures
15037,Columbia Pictures
21334,The Institute for the Intellectual Development of Children & Young Adults
10674,Walt Disney Pictures
10674,Walt Disney Feature Animation
846,Twentieth Century Fox Film Corporation
846,Ten Thirteen Productions
3050,Twentieth Century Fox Film Corporation
3050,Joseph M. Singer Entertainment
3050,Davis Entertainment
1389,Universal Pictures
1389,Jersey Films
11020,The Australian Film Commission
11020,McElroy & McElroy
11020,Picnic Productions Pty. Ltd.
11020,British Empire Films Australia
95,Jerry Bruckheimer Films
95,Touchstone Pictures
95,Valhalla Motion Pictures
944,Silver Pictures
944,Donner/Shuler-Donner Productions
944,Warner Bros.
11551,Universal Pictures
11551,Amblin Entertainment
11551,DreamWorks Pictures
473,Truth and Soul Pictures Inc
473,Protozoa Pictures
473,Harvest Filmworks
473,Plantain Films
544,Twentieth Century Fox Film Corporation
10513,Reynolds Pictures
143,Universal Pictures
28580,Paramount
887,"Samuel Goldwyn Company, The"
11426,Columbia Pictures Corporation
654,Columbia Pictures
654,Horizon Pictures
1725,United Artists
1725,Seven Arts
1725,Mirisch Pictures
10633,United Artists
10633,"Mirisch Corporation, The"
17917,Columbia Pictures Corporation
17917,Warwick Film Productions
17917,Romulus Films
3116,United Artists
3116,Florin Productions
3116,Jerome Hellman Productions
1051,Twentieth Century Fox Film Corporation
1051,D'Antoni Productions
1051,Schine-Moore Productions
1366,United Artists
12102,Columbia Pictures
16619,Paramount Pictures
16619,Wildwood Enterprises
9443,Twentieth Century Fox Film Corporation
9443,Warner Bros.
9443,Enigma Productions
9443,The Ladd Company
9443,"Allied Stars, Ltd."
11050,Paramount Pictures
606,Universal Pictures
606,Mirage Entertainment
746,Columbia Pictures
746,Hemdale Film Corporation
746,Recorded Pictures Company
746,Soprofilms
746,TAO Film
746,Yanco
380,United Artists
380,Star Partners II Ltd.
403,The Zanuck Company
403,Majestic Films International
403,Warner Bros.
11485,Palomar Pictures
11485,American Broadcasting Company (ABC)
13820,Edge City
13597,Lucasfilm
13597,TriStar Pictures
13597,"Jim Henson Company, The"
13597,Henson Associates (HA)
2108,Universal Pictures
2108,Channel Productions
2108,A&M Films
10014,New Line Cinema
10014,Smart Egg Pictures
10072,New Line Cinema
10072,Smart Egg Pictures
10131,New Line Cinema
10160,New Line Cinema
11284,New Line Cinema
4488,Paramount Pictures
4488,Georgetown Productions Inc.
4488,Sean S. Cunningham Films
9725,Paramount Pictures
9725,"Georgetown Productions, Inc."
9728,Paramount Pictures
9728,Jason Productions
9730,Paramount Pictures
9730,"Friday Four, Inc."
9731,Paramount Pictures
9731,Georgetown Productions Inc.
10225,Paramount Pictures
10281,Paramount Pictures
